,name,state,review_count,stars
2294,Buca D’Oro ,PA,5,4.0
2295,Five Star Pizza,FL,95,4.0
2296,Quiznos,NV,32,3.5
2297,Capricho’s,FL,8,5.0
2303,New Dragon Express,AB,14,2.5
2308,Prodigy Burger & Bar,IN,48,3.0
2313,Joe Boccardi's Ristorante,MO,40,3.5
2314,The Casino Grill,NV,38,4.0
2315,Gullifty's Restaurant,PA,270,3.0
2318,Ranch House Restaurant,FL,39,3.5
2323,Simply Done Donuts,FL,77,5.0
2324,Three Brothers Coffee,TN,249,4.5
2325,McDonald's,IL,19,1.5
2327,Hardee's,IN,11,2.0
2328,McAlister's Deli,LA,70,2.5
2331,Pho Nam Giang,PA,23,4.5
2334,Bobby Chez Crabcakes,NJ,30,3.5
2340,Red's On the Blvd,FL,13,4.0
2341,The Whiskey,FL,6,1.5
2346,Shep's Delicatessen,TN,134,3.5
2347,Nam Kitchen Express,AB,13,4.0
2348,Jesse's Steak and Seafood,FL,267,4.0
2349,Dunkin',PA,10,4.0
2355,Brooklyn Pizza & Cafe,TN,69,3.5
2358,Musus' Kitchen,PA,6,4.0
2365,Royal Sonesta New Orleans,LA,492,3.5
2368,Strange Donuts,MO,352,3.5
2369,The Nations Bar & Grill,TN,45,3.5
2370,The Creperie Cafe,ID,131,3.5
2371,Starbucks,PA,31,2.5
2379,Tropical Isle Original,LA,227,4.0
2380,Prep & Pastry,AZ,2126,4.5
2385,Asian Taste Inn,PA,61,4.0
2386,Sidelines Grill,TN,39,3.0
2387,Trattoria Marcella,MO,383,4.5
2391,Salty Shamrock Fishing Charters and Events,FL,12,4.0
2392,Imo's Pizza,MO,10,3.0
2402,Valentine's Restaurant,IL,30,4.0
2407,ReadyRefresh,NJ,31,1.5
2410,Sunflower Truck Stop,PA,5,4.0
2412,Mayfield Veterinary Hospital,AB,8,5.0
2414,Toki Sushi,FL,106,4.0
2417,The Burg Diner,FL,109,4.0
2418,"CANFEST, Reno's International Canned Beer Festival",NV,43,4.5
2427,Sky City Cafe,IN,18,4.0
2430,Craft & Curd,FL,44,4.5
2432,McDonald's,PA,15,2.5
2433,Natura Cafe Nashville,TN,5,3.0
2435,Alvarez  Authentic Latin Food,FL,51,4.5
2436,Rosa Pizza,NJ,10,2.5
2440,Dots Diner - Williams Blvd.,LA,234,4.5
2446,Chuck's Alibi,PA,76,2.0
2448,Queen Sushi,PA,76,3.5
2449,Ishtar Market and Restaurant,ID,80,4.5
2454,The Growler Guys,NV,75,4.0
2468,Pacos Tacos Metairie,LA,160,4.5
2475,Shorty's Breakfast & Gourmet Deli,FL,68,4.5
2480,Mr. Baja Fish,AZ,69,4.0
2481,Yah Mon,FL,697,4.5
2483,Clementine's Naughty and Nice Creamery,MO,66,4.5
2487,River Horse Brewing Company,NJ,46,4.0
2488,Panda Express,AZ,44,1.5
2491,J'aime French Bakery,PA,310,4.5
2493,CVS Pharmacy,PA,24,2.0
2495,LesbiVeggies,NJ,52,4.5
2500,Lucky Wok Restaurant,PA,6,2.5
2501,Café Zupas,ID,75,3.0
2509,Hiccups & Churroholic,FL,108,4.5
2511,The Local,FL,14,3.5
2513,Rico’s Food Factory,FL,6,5.0
2518,McDonald's,AZ,36,1.5
2528,Panera Bread,TN,80,2.5
2530,Katie's Restaurant & Bar,LA,1289,4.5
2533,CVS Pharmacy,PA,8,3.0
2536,Tokyo,FL,155,3.5
2539,Domino's Pizza,NJ,24,3.5
2540,Jasmine Thai,FL,195,4.0
2545,Mike's Breakfast,PA,15,3.0
2547,Du Bowl Lanes,MO,5,5.0
2556,Whitts Barbecue,TN,14,4.5
2557,Krab Kingz,MO,18,2.5
2563,Chipotle Mexican Grill,IN,65,3.0
2571,4 Hands Brewing,MO,345,4.0
2573,Coffeebar,NV,676,4.5
2585,Nashville Catering Company,TN,5,5.0
2587,Ralph's on the Park,LA,299,4.0
2590,Old World Coffee Lab - Midtown,NV,286,4.5
2592,Buddy Brew - Hyde Park,FL,148,4.0
2596,Food Drunk Food Truck,LA,29,4.0
2597,LongHorn Steakhouse,PA,104,3.5
2598,Angie's Restaurant,FL,55,4.0
2599,Slowdown Grillpub,PA,60,3.0
2610,Brenda's On the Causeway,FL,62,4.0
2611,Global Quesadilla Company,MO,146,3.5
2613,The Great American Bagel Bakery,MO,14,2.5
2614,Dunkin',PA,5,2.5
2617,Ray's Vegan Soul,FL,5,5.0
2619,Pub & Kitchen,PA,615,3.5
2630,White Castle,IN,20,2.5
2631,Smyrna Cafe,TN,184,4.0
2634,Quality Pizza,PA,19,3.0
2635,HORN'S EATERY,LA,597,4.0
2638,Chic Venue,FL,10,4.5
2639,The Grog Grill,PA,125,3.5
2641,Jerry's Drive Thru,FL,5,3.0
2645,Three 12 Sport Bar and Lounge,PA,33,2.5
2649,Petite Clouet Cafe,LA,18,4.5
2655,Los Machetes Authentic Mexican Restaurant,PA,55,4.0
2665,Tim Hortons,AB,6,2.0
2668,Hammerheads Bar & Grille,PA,15,2.5
2676,CVS Pharmacy,LA,11,2.0
2679,Su’s Bowl,CA,18,3.5
2687,Supremos,NJ,7,3.0
2688,Firehouse Subs,MO,22,4.0
2689,Rockwell Beer Company,MO,187,4.5
2693,Lamberti's Tutti Toscani,NJ,163,4.5
2694,Winners Bar and Grill Nashville,TN,102,3.0
2695,Mexico Tipico,IL,26,4.5
2696,Pop Inn,PA,45,3.5
2699,B and D's Curbside Grill,CA,6,3.5
2700,Subway,TN,8,1.5
2704,Submarine Gyro Town,FL,12,3.5
2709,Nicks Gyros and Subs,FL,29,3.5
2711,Square 1682,PA,385,3.5
2714,Taqueria La Calpeña,NJ,11,4.5
2717,Popeye's Louisana Kitchen,PA,8,1.5
2724,The High Watt,TN,23,4.0
2732,Starbucks,NJ,31,3.5
2734,Burger King,LA,19,1.5
2737,Tinker Coffee,IN,46,5.0
2740,The Mobile Bistro,AZ,5,5.0
2741,Fratelli,PA,8,3.0
2743,Frankie's Deli,FL,26,3.5
2745,sweetgreen,PA,91,3.5
2748,The Enerjuicer,FL,122,3.5
2751,Panera Bread,ID,81,3.0
2753,Kokoro Ramen,NJ,62,4.5
2754,Boston Pizza,AB,10,3.0
2756,Domino's Pizza,MO,12,3.0
2760,Dunkin',TN,43,2.0
2765,Franzone's Pizzeria & Restaurant,PA,110,3.5
2766,Kien Giang,TN,326,3.5
2768,Kuchi Sushi & Hibachi,FL,319,4.0
2770,Raceway 980,FL,5,2.0
2773,KFC,FL,19,1.5
2778,Las Trojes Mexican Restaurant,NV,106,3.0
2780,The Port of Peri Peri - Ballwin,MO,25,4.0
2783,Vientiane Café,PA,304,4.0
2786,The Flying Bridge,FL,62,3.5
2787,Tasty Tom's,AB,67,4.0
2788,Frost Gelato,AZ,217,4.5
2797,Pizza Hut,IN,19,2.0
2801,Wow Bao,NV,13,2.0
2805,China Star,FL,6,3.0
2807,Daquiri Stop,LA,8,4.5
2811,Ray's Subs,NJ,39,3.5
2814,Hooters,AZ,109,3.5
2815,Elmer Twist,NJ,6,5.0
2819,Salty's Island Bar & Grille,FL,599,4.0
2820,Auntie Anne's,PA,6,2.5
2828,Li Chinese Reaturant,IL,27,3.0
2830,Granite City Food & Brewery,TN,356,3.5
2831,Urban Eats,MO,88,4.0
2834,Menchie's Frozen Yogurt,PA,19,4.0
2845,Subway,FL,6,3.5
2846,Earl's New American,PA,135,3.5
2848,IHOP,MO,34,2.5
2850,Parts Guru,PA,14,3.5
2853,Bartaco,PA,313,4.5
2855,Smoothie King,PA,9,3.5
2858,Creole Creamery,LA,921,4.5
2859,Yama-Taiyo Japanese Cuisine & Sushi Bar,FL,49,4.0
2860,Sakura Japanese Restaurant,DE,86,4.0
2861,Gyro Shack,ID,67,4.0
2862,Pizza Hut,FL,9,3.0
2863,Shangri-La Bath & Sauna,FL,85,4.5
2865,Penllyn Pizza,PA,23,2.5
2867,Applebee's Grill + Bar,NJ,39,2.5
2868,Aston Pizza Company,PA,34,3.5
2869,El Manjar,FL,17,4.0
2872,Eet Gud Bakery,NJ,78,4.5
2875,1 Tippling Place,PA,300,4.0
2876,Cobs Bread,AB,8,4.0
2880,Passero's Coffee Roasters,PA,91,4.5
2882,Barrio Brewing,AZ,611,4.0
2885,Marco Polo's Pizza,TN,28,2.0
2888,Starbucks,PA,13,2.5
2892,Waffle House,TN,29,3.0
2894,Fitlife Foods - Wesley Chapel,FL,18,4.5
2898,Chipotle Mexican Grill,IN,35,3.0
2904,Crisp Chikn,PA,19,4.5
2906,Raising Cane's Chicken Fingers- Arnold,MO,26,3.5
2907,ESM Fine Cakes and Pastries,AB,12,4.5
2913,Kim's Cuban Sandwich Shop,FL,39,4.0
2915,Liquor Stores,ID,5,5.0
2924,The Brew House,MO,16,4.0
2926,Eleven Cafē,AZ,21,5.0
2932,LouVino,IN,236,4.5
2933,Phamous Cafe,CA,220,4.0
2936,Sauce on the Side,MO,232,4.5
2937,Red Lobster,PA,77,3.0
2943,Tijuana Flats,FL,89,3.5
2956,Plaza Deli,CA,188,4.0
2961,Popeyes Louisiana Kitchen,FL,28,2.0
2969,Vue,LA,10,4.0
2974,Clancy's By The Creek,NJ,21,3.5
2977,Sea Dog Cantina,FL,63,3.5
2979,Yori's Church Street Bakery,PA,86,4.5
2981,LJ Thai Sushi,TN,8,5.0
2985,Domino's Pizza,PA,5,2.0
2988,Milktooth,IN,1379,4.0
2999,American Social,FL,768,3.5
3005,Gachi Sushi and Noodle,PA,95,4.0
3007,Taco Bell,IL,16,1.0
3008,Chipotle Mexican Grill,NJ,73,2.5
3014,Firehouse Subs,NV,87,4.0
3018,Island Treat,NJ,22,3.5
3025,XT Munchies,FL,5,4.0
3032,Battle Born Food Truck,NV,20,4.0
3036,Café Cuba,FL,42,3.5
3037,Daredevil Hall,IN,184,4.0
3050,Arber Cafè,MO,18,4.5
3053,Miss Merrie's Sweets & Treats,FL,7,4.0
3054,Walgreens,AZ,11,3.0
3065,4th Street Pizza,FL,67,3.0
3066,Crown Liquors,IN,6,3.5
3071,Kabsa  The Ultimate Cuisine,AB,24,4.0
3076,Philly Dat Up,LA,12,3.0
3084,Hungry Howie's Pizza & Subs,FL,12,2.5
3085,Village Inn,FL,61,2.5
3088,Boise Auto Repair Mobile Tech Auto Repair,ID,15,3.5
3092,Goody's Pizza,PA,25,2.0
3097,Glenmoore Deli,PA,9,3.5
3099,Starbucks,AZ,6,3.5
3101,Daily Dish Events & Catering,TN,47,4.0
3103,Pho 36,IN,236,4.5
3113,Asian Cafe,PA,80,3.5
3115,Kings Garden Noodle House,AB,15,3.0
3121,Woodbury Station Cafe,NJ,145,3.5
3123,Dove Mountain Brewing,AZ,182,3.0
3129,Western Village Inn and Casino,NV,266,3.5
3131,Valentino's Ristorante,TN,160,4.0
3132,Little Caesars Pizza,PA,10,3.0
3135,Franci's Cafe,FL,34,4.5
3136,Carisilo's Mexican Restaurant,IL,65,4.0
3137,Crescent Liquor Store,NJ,6,4.5
3146,Kei Sushi,NV,357,4.0
3147,Prime 55 Restaurant & Lounge,MO,67,3.0
3154,Izzo's Illegal Burrito,LA,147,3.0
3157,Five Guys,ID,36,2.5
3161,McDonald's,FL,28,2.5
3163,The Bro’Kin Yolk,AB,8,4.5
3165,Tropical Moose Shaved Ice,MO,21,4.5
3167,Pra_LEES,LA,22,4.0
3175,Blue Collar Coffee Co.,IN,19,3.5
3177,Blue Quill Chinese Food,AB,26,3.0
3179,Orange Leaf,IN,17,2.0
3183,Panda Express,MO,7,3.5
3184,Uno Pizzeria & Grill,PA,138,3.0
3191,Santucci’s,PA,9,3.5
3194,Home Depot Hot Dog Cart,PA,8,4.0
3198,Old St Louis Chop Suey,MO,12,4.0
3202,The Depot,AZ,83,3.5
3209,Subway,IN,11,2.5
3217,Sarappos Pizza,PA,25,4.0
3224,Wall St Pizza,FL,21,4.0
3225,Rooftop Garden,IN,60,3.5
3228,Chubbie's Fried Chicken,LA,70,4.0
3230,The Munch Factory,LA,21,4.5
3234,Factory Donuts,PA,34,4.0
3236,Nicos Mexican Food,AZ,15,2.5
3239,Duke of Argyll Pub,AB,15,3.5
3243,Slim Goodies Diner,LA,520,3.5
3244,Joe's Pizza,PA,30,4.0
3245,Topa Topa Brewing Company,CA,105,4.5
3255,Stoogez,MO,8,4.5
3256,Bubba's Deli,MO,46,4.5
3257,Sucre Table,FL,67,4.5
3262,Subway,IN,6,2.5
3268,Greenfield Custom Meat,ID,13,3.5
3276,Sushi Nara,AZ,159,4.5
3277,George's Wings,PA,50,3.5
3283,Bar Avalon,PA,107,4.0
3284,Upland Carmel Tap House,IN,244,4.0
3285,Superstitions Java,NV,61,4.5
3286,Num Num Boba,NV,114,4.5
3287,Burger King,NV,57,1.5
3288,Vineyards Cafe,PA,192,4.5
3289,Wingstop,FL,5,3.0
3290,PrimoHoagies,PA,43,4.0
3293,Old Road Coffee,LA,20,4.5
3301,Brothers Kershner Brewing Co.,PA,29,4.0
3305,Mother Nature's Cupboard,LA,77,4.0
3308,Hyon's Seafood,PA,5,3.5
3312,Ron's Caribbean Cuisine,PA,142,4.0
3313,The Spark,IN,20,4.5
3319,Nicoletto’s Italian Kitchen,TN,37,4.0
3320,Wendy's,AZ,21,2.0
3321,Taco Bell,ID,38,1.5
3325,"The Ritz-Carlton Spa, New Orleans",LA,66,4.0
3327,DC Cafe,NV,10,3.0
3329,Yannis Family Restaurant,PA,25,3.0
3330,Simply Thai Restaurant,MO,85,4.0
3339,Pacific Health Foods,CA,97,4.5
3340,Zimmer's Seafood,LA,81,4.0
3343,Long Hollow Pizza and Pub,TN,90,4.0
3344,New Asian Village Express,AB,8,4.0
3349,Honey Baked Ham Company,IN,8,2.5
3350,Fine Wine & Good Spirits - Premium Collection,PA,5,2.5
3351,Cafe Du Monde City Park,LA,130,4.0
3352,Baguette Deli,ID,207,4.0
3356,El Pollo Loco,NV,54,3.5
3361,Buster's Pizza & Donair,AB,6,3.5
3363,Yogo Factory,NJ,14,4.0
3375,Cold Stone Creamery,PA,17,2.5
3377,Mano's Po-Boys,LA,77,4.5
3383,Wawa,NJ,16,3.5
3385,Whisk: a Sustainable Bakeshop,MO,136,4.5
3388,China Spring,TN,28,3.0
3391,China King,PA,42,3.5
3392,Gibby's Ice Cream Store,PA,19,2.5
3393,Ellington's,TN,107,4.0
3396,Gangnam Street Food,AB,5,4.0
3397,Tom's Corner Grill & Pizza,PA,11,3.5
3413,Perennial Artisan Ales,MO,125,4.0
3417,Mrs Marty's Deli,PA,79,3.0
3425,Emoji Sushi & Teriyaki,PA,13,5.0
3427,Bar PM,MO,16,4.5
3430,Sally Starr's Pizza,NJ,14,3.0
3431,Brewer's Haven,ID,29,4.5
3434,McAlister's Deli,MO,34,3.5
3442,Generations Grill,IN,10,3.0
3447,Bellefonte Brewing,DE,24,4.5
3454,Chili's,FL,114,2.0
3470,Wendy's,FL,13,2.5
3471,The Big Muddy Pub,IL,5,4.0
3474,Rilling's Bucks County Bakery,PA,28,4.5
3477,Los Compadres,PA,12,4.0
3480,Sam's Bar & Grille,NJ,16,3.5
3483,Pizza In & Go,TN,16,4.5
3485,New Orleans Social House,LA,136,4.0
3488,Crust N Fire,NJ,94,3.5
3491,Marty's Cafe,FL,14,3.0
3497,Pizza 73,AB,6,1.0
3505,Belgravia Hub,AB,27,4.0
3507,Taco Bell,IN,23,2.0
3508,Los Potrillos,PA,17,4.0
3511,Chemin a la Mer,LA,9,5.0
3516,Tacos Don Pablo,IN,10,4.0
3519,Northbrook MarketPlace,PA,60,4.0
3520,Slice Of Heaven Pizza,FL,66,3.5
3522,Sweet Soulfood,LA,385,4.5
3529,7-Eleven,FL,5,1.5
3531,WOOPS! Cherry Hill,NJ,14,4.0
3534,Pizza Hut,IN,32,1.5
3535,Honey Baked Ham Company,AZ,15,3.5
3537,Stargate Diner,PA,71,3.5
3538,Please-U-Restaurant,LA,274,4.0
3543,Mi Cabana Restaurant,AZ,8,2.0
3544,Warm Springs Golf Course,ID,11,3.5
3552,Papa John's Pizza,PA,21,2.0
3553,PureBread Deli,DE,64,4.0
3556,Ninth Street Deli at Howards,MO,128,4.5
3560,Avalon Bistro and Bar,PA,22,4.0
3562,Annex,FL,46,3.5
3564,Deepwater Diner,NJ,49,4.0
3565,Fazoli's,MO,32,2.5
3566,Sheraton Indianapolis Hotel at Keystone Crossing,IN,141,2.5
3583,Taco Bell,PA,16,2.5
3588,The Lost Cajun - Mt Juliet,TN,47,4.0
3593,McDonald's,IN,41,2.0
3594,Tasty Noodle,AB,64,3.5
3601,The Brunchery,FL,88,4.0
3604,Quinn's Restaurant & Lounge,ID,75,3.0
3610,Hong Kong Star Noodle House,PA,50,3.5
3611,Brick City Eatery,FL,114,4.0
3612,Five Guys,LA,89,3.5
3615,Red Pepper Chinese Food Express,CA,5,3.5
3616,Maria's Place,AB,5,4.0
3619,Terrace Lounge,NV,84,3.5
3626,Handel's Homemade Ice Cream,IN,39,4.5
3628,Opry Backstage Grill,TN,195,3.5
3637,Corner Bakery,PA,63,3.5
3639,Imperial Produce,MO,7,4.5
3641,Philly Diner,PA,129,2.5
3643,Kurry Shack,PA,29,3.5
3644,Big Heads of Holland,PA,12,2.5
3649,Kung Fu Noodle,AZ,217,4.0
3650,Elite Beverages,IN,9,3.0
3652,Atomic Bootlegger Lounge,NV,22,4.0
3659,Swigwam Beach Bar on Corey,FL,27,4.5
3661,Batch Cupcakery,NV,215,3.5
3662,Tea Cottage,AB,5,4.0
3665,Logan's Roadhouse,TN,120,2.0
3666,Papa John's Pizza,TN,12,3.5
3667,McDonald's,PA,20,2.0
3671,Wawa,PA,45,2.5
3672,The Black Sheep Pub & Restaurant,PA,339,3.5
3674,Romaine's,CA,6,3.5
3679,Sen Thai Asian Bistro,MO,181,4.0
3680,Bridgeport Rib House,PA,135,3.5
3682,Logan's Roadhouse,IN,76,2.5
3684,CVS Pharmacy,PA,33,3.0
3685,Samurai Sushi,TN,367,4.0
3687,Stella Maris Restaurant & Hookah Lounge,LA,78,4.5
3689,Perfect Taste,MO,65,4.0
3693,Brandon Bagels,FL,119,4.5
3698,Gourmet Pizza Company,FL,185,4.0
3711,Dairy Queen Grill & Chill,IN,28,3.0
3712,Dairy Queen Grill & Chill,TN,7,2.5
3722,High Brow Coffee + Tea,TN,125,4.0
3723,Swagruha Indian Cuisine,MO,35,2.5
3724,Subway,IN,7,3.0
3726,Panago Pizza,AB,6,4.5
3728,Asahi Sushi & Asian Grill,LA,56,4.0
3732,DK Donuts,ID,56,4.0
3733,Driving Winds Blueberry Farm,IN,10,4.5
3734,Hunnies Crispy Chicken,PA,5,2.0
3739,Crown Candy Kitchen,MO,558,4.5
3743,The Cuban Sandwich Shop,IN,506,4.5
3747,Walgreens,FL,5,2.0
3751,Dresher Farm Market,PA,6,4.5
3753,Slices Pizza,PA,122,4.0
3759,Wingstop,LA,87,2.5
3761,Growler's Taphouse,AZ,149,3.5
3767,Brewsters Brewing Company & Restaurant,AB,37,3.5
3768,Sami's Bakery,FL,50,4.0
3771,Paradise Jamaican Cuisine,PA,19,4.5
3774,The Dutch Cottage Tavern,PA,29,4.5
3777,Johnson's Corner Farm,NJ,169,3.5
3782,Ho-Ho Chinese Restaurant,MO,34,3.0
3783,Barro's Pizza,AZ,116,3.5
3786,Rolynos Original Pizza,IN,33,3.5
3797,Daisy Mae's Southern Fried Chicken & Breakfast,LA,267,4.0
3798,Sea Turtle Restaurant,FL,262,4.0
3803,McDonald's,DE,25,1.5
3807,Opas Grill,AZ,36,4.5
3808,Lazos Pizza & Grill,PA,176,4.0
3816,Happy Ending Food Truck,FL,10,5.0
3817,Ithai & Sushi Restaurant,FL,63,4.0
3818,Taco Bell,IN,21,2.5
3822,Los Comparres,FL,339,4.5
3823,Taco Bell,AB,6,1.5
3827,Miel Brewery & Taproom,LA,69,4.5
3828,Gasparilla Pizzeria & Growlers,FL,57,4.5
3838,La Parrilla Suiza,AZ,125,3.0
3839,The Hattery Stove & Still,PA,274,4.0
3843,Landry's Seafood House,MO,297,3.0
3845,Ghini's French Caffe,AZ,427,3.5
3847,Smitty's Family Restaurant,AB,5,3.0
3849,Corks n' Crowns,CA,276,4.0
3856,Keystone Farmers Market,FL,20,4.5
3860,Imperial Woodpecker Snoballs,LA,52,4.5
3862,Rickenbacker's,FL,5,4.0
3863,Organico Pizza,NJ,121,4.0
3872,Meun Fan Thai Cafe,CA,157,3.5
3873,New England Pizza,PA,22,3.0
3874,Nordstrom Grill,TN,33,3.5
3875,Meun Fan Thai Cafe,CA,195,4.0
3878,Kalakutah Republic Grill,IN,17,3.0
3883,Joeys Urban,AB,7,4.5
3885,Black’s Blues,NJ,8,3.0
3889,Phinny MaGee's Pub,PA,10,4.0
3894,Ob's Jamaican Restaurant,PA,29,4.0
3896,Arby's,FL,14,2.0
3897,Mawi Tortillerias,LA,50,4.5
3898,Ramble Pizza,PA,19,4.5
3909,Main Street Bakery NPR,FL,5,4.5
3911,Twistee Treat - Sheldon,FL,58,4.0
3912,Number One China Buffet,IN,54,3.0
3913,The Depot Craft Brewery Distillery,NV,1245,4.0
3915,Books & Brews - Zionsville,IN,66,4.0
3916,Blend Lounge,FL,47,4.0
3918,Joe Gambino's Bakery,LA,151,3.5
3923,Clara B's Kitchen Table,IL,5,5.0
3927,McDonald's,PA,10,1.0
3932,Frothy Monkey,TN,45,4.0
3935,Tower Grove Farmers' Market,MO,73,4.5
3936,Speedway Eatery,MO,7,3.5
3939,Polos Social Lounge,AB,21,3.0
3940,Papa C Pies Bakery,TN,41,4.5
3941,Timpano Hyde Park,FL,380,3.5
3947,Mambo's,LA,1223,4.0
3948,Fazoli's,TN,27,3.0
3950,Wang Cai,IN,31,3.5
3951,The Boyz Subs & Steaks,NJ,14,3.0
3952,Almaz Cafe,PA,11,3.5
3953,Nice Cream Nitro,NV,6,5.0
3957,Golden Corral Buffet & Grill,IL,38,2.5
3962,Ekta Indian Cuisine,PA,193,4.0
3966,Quality Pizza,PA,8,2.5
3975,Chido,LA,17,4.0
3977,Masso's Water Ice and Custard,NJ,8,3.0
3984,Hidden River Brewing Company,PA,71,4.0
3986,Turmeric Indian Cuisine,LA,120,4.5
3987,Lima Fusion,PA,33,4.0
4004,Acajutla,AB,42,3.5
4007,Largo Golf Course,FL,5,4.0
4011,Brûlée Catering,PA,7,5.0
4023,Desire Oyster Bar,LA,1084,4.0
4026,Pupuseria & Cafeteria Centroamericana,FL,137,4.5
4032,Imo's Pizza,IL,22,2.5
4043,Grain and Berry,FL,43,3.5
4046,Sonic Drive-In,TN,34,1.5
4050,Domino's Pizza,PA,26,2.0
4052,Walgreens,MO,28,2.0
4057,Bardea Food & Drink,DE,181,4.5
4059,Earl of Sandwich,FL,100,3.5
4061,Charlie's Roast Pork,PA,30,4.5
4063,Centro Cantina,FL,107,3.0
4069,Dunkin',PA,8,2.5
4071,eegee's,AZ,35,3.0
4079,Instead of Flowers,FL,6,5.0
4081,El Mundo Latino,NV,9,1.5
4082,Dunkin',PA,10,2.0
4088,Fleur-De-Lis Nutrition,LA,5,4.5
4089,Insomnia Cookies,AZ,75,3.5
4091,Mongolian of Eagle,ID,45,4.0
4092,Imperial Pizza,PA,79,4.0
4094,New Liberty Distillery,PA,48,4.5
4095,KFC,PA,45,1.5
4097,Giordano's,IN,284,3.5
4098,Danny Boy Beer Works,IN,187,3.5
4101,Hachi,PA,258,4.5
4102,Cheddar's Scratch Kitchen,TN,117,3.0
4106,Elicia's Pizza,MO,59,2.0
4114,Vela,PA,68,3.5
4115,Beanie's Bar & Sports Grill,FL,80,3.5
4117,Bing's Boba Tea,AZ,218,4.0
4119,Rice King,IN,24,3.5
4123,Cravin's Candy Emporium,ID,38,4.5
4126,Checkers,FL,13,1.5
4128,Chuck's BBQ,PA,36,3.0
4130,Burger Baron,AB,11,4.5
4136,Gentelin's On Broadway,IL,69,4.0
4137,Starbucks,PA,39,3.0
4140,Maico,AZ,102,4.5
4141,The Original Habit Burger Grill,CA,329,4.0
4143,Capriotti's Sandwich Shop,FL,28,4.0
4145,Parkway Pizza,PA,20,3.5
4148,Ava,FL,544,3.5
4155,Poke Poke,PA,16,4.5
4158,Texas Roadhouse,TN,87,3.5
4166,Pi Pizzeria - Delmar Loop,MO,633,4.0
4170,Bayscape at Heritage Isles,FL,20,4.0
4171,Famous Wok,TN,6,3.0
4172,First Watch,MO,75,4.5
4174,Roy Rogers,PA,21,2.0
4182,Endeavour Brewing Company,AB,9,4.5
4184,Tomo Sushi & Ramen,PA,193,4.5
4187,Deja Brew Laugh A Latte,ID,115,4.5
4189,Megu Sushi & Hibachi,NJ,121,3.5
4193,Harper's Pub & Restaurant,NJ,29,3.5
4194,Mother Mary's,LA,14,3.0
4196,Double Decker,FL,86,3.0
4198,Felicias Pizza Kitchen,PA,176,4.0
4202,HotBox Pizza,IN,7,4.5
4203,Hendricks BBQ,MO,572,3.5
4206,Mary's Kountry Kitchen,DE,50,4.0
4211,City Food Tours,PA,48,4.5
4217,Pizzeria Maki,DE,13,5.0
4220,Westville Brewery,NJ,8,4.0
4228,Mise En Place Bistro,FL,8,3.5
4229,Subway,IN,5,2.0
4233,Sam's Pizza and Donair,AB,19,4.5
4234,A Bakery Built for Two,NV,10,5.0
4242,Chatham Tap Fishers,IN,262,3.5
4244,McDonald's,FL,29,1.5
4249,That Awesome Taco Truck,TN,11,3.5
4252,Books-A-Million,FL,21,3.5
4254,Burritos Grill Mexican Fresh Cuisine,LA,75,4.5
4255,KFC,DE,5,3.0
4256,Fais Deaux Deaux,LA,41,3.5
4260,Chick-fil-A,FL,87,1.5
4261,Driftwood Cafe,FL,18,4.0
4262,Angie's Luncheonette,NJ,72,4.0
4273,Loco Lucho's Latino Kitchen,PA,40,3.5
4283,India Sizzling II,IN,169,4.0
4284,Subway,AB,9,3.0
4288,Raising Cane’s,LA,21,2.5
4290,Taco Bell,IN,38,1.5
4291,Potito's Italian American Pastries,PA,88,3.5
4297,Smiths Restaurant and Bar,PA,225,3.0
4303,Asian Cafe,PA,14,3.0
4305,Johny's Original Pizza,PA,54,3.5
4309,Spice N' Nice,DE,11,5.0
4318,Independent Spirits Distillery,NJ,7,5.0
4321,Stanley Service Bar,LA,7,4.5
4322,Plato Latino,FL,55,4.0
4323,Cafe 29,TN,11,2.0
4324,Maple Street Patisserie,LA,171,3.5
4325,Pica's Restaurant,PA,141,3.5
4326,McDonald's,PA,32,1.5
4334,Arby's,IN,16,3.0
4339,Asian Pho,NV,194,3.5
4342,The Gasparilla Bar,FL,25,3.5
4346,Philly Pretzel Factory,PA,5,3.0
4350,Taqueria Mexico Tennessee,TN,10,3.0
4352,Slack's Hoagie Shack,PA,58,3.5
4356,Subway,PA,5,2.0
4358,Asian Chef Fusion Cuisine,NJ,111,4.0
4361,Pizzi's Pizza,PA,21,3.0
4368,Gaetano’s,PA,6,3.5
4373,Wendy's,PA,40,1.5
4374,Riccardo's Pizza & Restaurant,NJ,19,3.5
4379,Donut Palace,TN,47,4.5
4380,Long John Silver's,IN,8,2.5
4390,Red Habanero,IN,198,3.5
4391,Johnny Rockets,NV,520,4.0
4395,Rite Aid,PA,6,2.0
4396,Harding House Brewing Company,TN,23,4.5
4397,Dream Dinners,IN,6,4.5
4407,Padaro Beach Grill,CA,885,4.5
4412,Las Cazuelas Restaurant BYOB,PA,338,4.0
4415,Rite Aid,NJ,7,2.5
4418,Nidia's Latin Grill,FL,19,4.5
4419,Taco Bell,IL,10,2.0
4421,Suzi's Restaurant,FL,35,4.5
4423,Three Muses,LA,1165,4.0
4425,McDonald's,PA,27,1.5
4426,Wawa,DE,8,3.0
4427,Wow Bao,IN,33,2.5
4429,Cajun Gourmet,MO,15,2.5
4430,McDonald's,PA,13,1.5
4432,Olive,LA,76,5.0
